userid,spending_amount,receipient_category,Necessities_or_non_essential,timestamp
000015,531.66,taxes,True,2024-11-09 15:04:29.880009
000083,307.88,telco,True,2024-12-26 15:04:29.880009
000026,444.57,insurance,True,2024-11-17 15:04:29.880009
000024,672.56,gym membership,False,2024-08-07 15:04:29.880009
000034,255.31,transportation,True,2024-09-21 15:04:29.880009
000037,680.41,transportation,True,2024-10-09 15:04:29.880009
000082,605.58,transportation,True,2024-09-28 15:04:29.880009
000049,673.63,food,True,2024-07-27 15:04:29.880009
000016,393.54,insurance,True,2024-09-25 15:04:29.880009
000055,424.9,insurance,True,2024-08-26 15:04:29.880009
000026,151.41,fashion,False,2024-08-29 15:04:29.880009
000076,544.47,groceries,True,2024-10-06 15:04:29.880009
000027,671.53,rental,True,2024-07-27 15:04:29.880009
000036,898.31,transportation,True,2024-09-17 15:04:29.880009
000024,264.69,installments,False,2024-09-06 15:04:29.880009
000054,279.75,fashion,False,2024-12-22 15:04:29.880009
000023,465.07,installments,False,2024-11-17 15:04:29.880009
000053,185.65,credit card payment,False,2024-12-19 15:04:29.880009
000018,30.13,insurance,True,2024-09-28 15:04:29.880009
000003,349.45,transportation,True,2024-09-22 15:04:29.880009
000037,903.47,insurance,True,2024-07-17 15:04:29.880009
000082,369.37,utility,True,2024-07-25 15:04:29.880009
000030,265.66,buy now pay later,False,2024-08-14 15:04:29.880009
000078,62.94,fashion,False,2024-09-27 15:04:29.880009
000058,469.05,insurance,True,2024-12-25 15:04:29.880009
000032,510.38,gym membership,False,2024-11-15 15:04:29.880009
000048,527.5,gym membership,False,2024-09-01 15:04:29.880009
000074,437.99,buy now pay later,False,2024-10-07 15:04:29.880009
000059,735.86,transportation,True,2024-11-30 15:04:29.880009
000010,89.51,insurance,True,2024-07-13 15:04:29.880009
000001,862.17,insurance,True,2024-11-30 15:04:29.880009
000060,330.22,gym membership,False,2024-10-08 15:04:29.880009
000016,793.75,utility,True,2024-08-28 15:04:29.880009
000042,712.47,taxes,True,2024-12-12 15:04:29.880009
000051,174.19,utility,True,2024-07-19 15:04:29.880009
000027,55.26,gym membership,False,2024-10-28 15:04:29.880009
000050,63.73,groceries,True,2024-12-25 15:04:29.880009
000054,1246.16,investment,False,2024-08-05 15:04:29.880009
000076,396.39,fashion,False,2024-11-01 15:04:29.880009
000033,91.89,fashion,False,2024-11-16 15:04:29.880009
000009,236.64,rental,True,2024-10-22 15:04:29.880009
000012,5854.67,investment,False,2024-12-11 15:04:29.880009
000071,472.29,utility,True,2024-11-02 15:04:29.880009
000007,853.2,groceries,True,2024-11-26 15:04:29.880009
000006,544.02,installments,False,2024-10-12 15:04:29.880009
000043,394.39,food,True,2024-10-02 15:04:29.880009
000030,797.7,taxes,True,2024-09-14 15:04:29.880009
000060,2933.41,mortgage loan,True,2024-09-11 15:04:29.880009
000046,488.25,installments,False,2024-10-16 15:04:29.880009
000077,837.16,gym membership,False,2024-11-19 15:04:29.880009
000076,245.53,credit card payment,False,2024-10-02 15:04:29.880009
000005,779.9,insurance,True,2024-09-16 15:04:29.880009
000000,3402.8,mortgage loan,True,2024-08-23 15:04:29.880009
000032,357.31,credit card payment,False,2024-07-11 15:04:29.880009
000064,245.5,insurance,True,2024-08-20 15:04:29.880009
000078,597.24,taxes,True,2024-08-17 15:04:29.880009
000049,451.1,telco,True,2024-08-03 15:04:29.880009
000039,2146.14,mortgage loan,True,2024-10-24 15:04:29.880009
000051,85.7,telco,True,2024-09-03 15:04:29.880009
000048,686.56,telco,True,2024-09-05 15:04:29.880009
000016,7286.32,mortgage loan,True,2024-08-14 15:04:29.880009
000071,436.94,telco,True,2024-10-20 15:04:29.880009
000005,412.95,buy now pay later,False,2024-11-04 15:04:29.880009
000074,379.75,gym membership,False,2024-12-14 15:04:29.880009
000023,523.5,groceries,True,2024-11-17 15:04:29.880009
000033,2430.8,investment,False,2024-08-10 15:04:29.880009
000021,880.28,groceries,True,2024-07-18 15:04:29.880009
000064,273.93,fashion,False,2024-08-17 15:04:29.880009
000063,571.37,gym membership,False,2024-09-08 15:04:29.880009
000044,781.95,utility,True,2024-11-04 15:04:29.880009
000060,538.56,telco,True,2024-11-19 15:04:29.880009
000016,317.13,taxes,True,2024-08-22 15:04:29.880009
000011,261.44,transportation,True,2024-10-09 15:04:29.880009
000041,911.7,insurance,True,2024-12-25 15:04:29.880009
000067,1638.32,investment,False,2024-08-11 15:04:29.880009
000055,959.56,installments,False,2024-07-07 15:04:29.880009
000018,699.11,transportation,True,2024-12-04 15:04:29.880009
000080,881.32,taxes,True,2024-10-04 15:04:29.880009
000015,600.26,groceries,True,2024-12-01 15:04:29.880009
000040,7007.22,investment,False,2024-08-04 15:04:29.880009
000005,803.4,transportation,True,2024-10-22 15:04:29.880009
000016,99.39,gym membership,False,2024-11-19 15:04:29.880009
000064,457.18,insurance,True,2024-11-23 15:04:29.880009
000036,33.67,rental,True,2024-10-18 15:04:29.880009
000047,674.76,taxes,True,2024-11-10 15:04:29.880009
000055,220.74,buy now pay later,False,2024-09-04 15:04:29.880009
000036,1395.1,investment,False,2024-09-08 15:04:29.880009
000034,112.17,rental,True,2024-11-11 15:04:29.880009
000077,144.14,transportation,True,2024-07-08 15:04:29.880009
000034,388.89,insurance,True,2024-11-26 15:04:29.880009
000066,345.76,taxes,True,2024-11-12 15:04:29.880009
000040,838.71,groceries,True,2024-09-19 15:04:29.880009
000056,417.64,rental,True,2024-11-11 15:04:29.880009
000021,949.06,food,True,2024-11-24 15:04:29.880009
000040,8204.05,mortgage loan,True,2024-07-24 15:04:29.880009
000063,377.19,fashion,False,2024-10-25 15:04:29.880009
000019,524.08,rental,True,2024-10-26 15:04:29.880009
000070,224.66,credit card payment,False,2024-07-22 15:04:29.880009
000056,703.69,food,True,2024-08-04 15:04:29.880009
000006,160.86,telco,True,2024-09-05 15:04:29.880009
000024,852.55,rental,True,2024-10-15 15:04:29.880009
000018,46.61,rental,True,2024-07-09 15:04:29.880009
000006,117.02,taxes,True,2024-08-02 15:04:29.880009
000030,267.9,fashion,False,2024-12-02 15:04:29.880009
000023,659.41,groceries,True,2024-09-24 15:04:29.880009
000004,67.22,buy now pay later,False,2024-08-21 15:04:29.880009
000060,143.73,telco,True,2024-09-10 15:04:29.880009
000082,936.15,insurance,True,2024-08-08 15:04:29.880009
000020,638.71,transportation,True,2024-07-20 15:04:29.880009
000060,768.62,insurance,True,2024-12-18 15:04:29.880009
000056,739.16,taxes,True,2024-10-03 15:04:29.880009
000014,748.65,gym membership,False,2024-07-09 15:04:29.880009
000063,744.94,installments,False,2024-08-08 15:04:29.880009
000005,93.95,installments,False,2024-12-16 15:04:29.880009
000057,316.28,credit card payment,False,2024-12-07 15:04:29.880009
000046,391.03,telco,True,2024-08-28 15:04:29.880009
000071,667.96,transportation,True,2024-09-09 15:04:29.880009
000062,489.82,insurance,True,2024-10-20 15:04:29.880009
000059,790.68,insurance,True,2024-12-24 15:04:29.880009
000063,6367.25,investment,False,2024-09-08 15:04:29.880009
000014,604.41,transportation,True,2024-09-12 15:04:29.880009
000018,143.5,installments,False,2024-07-25 15:04:29.880009
000015,781.33,insurance,True,2024-08-04 15:04:29.880009
000045,59.58,rental,True,2024-08-28 15:04:29.880009
000011,684.05,installments,False,2024-07-07 15:04:29.880009
000026,778.3,transportation,True,2024-11-04 15:04:29.880009
000036,84.08,insurance,True,2024-08-20 15:04:29.880009
000023,348.9,food,True,2024-11-11 15:04:29.880009
000021,60.1,utility,True,2024-08-14 15:04:29.880009
000065,74.28,transportation,True,2024-11-15 15:04:29.880009
000035,124.83,gym membership,False,2024-10-20 15:04:29.880009
000072,86.21,buy now pay later,False,2024-12-14 15:04:29.880009
000074,412.55,taxes,True,2024-08-08 15:04:29.880009
000081,335.95,buy now pay later,False,2024-09-26 15:04:29.880009
000074,7570.16,mortgage loan,True,2024-10-24 15:04:29.880009
000000,886.6,insurance,True,2024-10-12 15:04:29.880009
000067,633.18,transportation,True,2024-11-22 15:04:29.880009
000072,597.15,telco,True,2024-07-13 15:04:29.880009
000081,258.75,insurance,True,2024-07-19 15:04:29.880009
000053,97.26,telco,True,2024-07-11 15:04:29.880009
000009,988.24,food,True,2024-08-23 15:04:29.880009
000032,515.72,groceries,True,2024-12-13 15:04:29.880009
000064,466.73,telco,True,2024-11-13 15:04:29.880009
000011,790.72,utility,True,2024-07-04 15:04:29.880009
000042,6784.66,investment,False,2024-07-16 15:04:29.880009
000003,463.7,insurance,True,2024-12-18 15:04:29.880009
000036,78.03,fashion,False,2024-08-23 15:04:29.880009
000015,966.54,gym membership,False,2024-09-06 15:04:29.880009
000051,322.98,buy now pay later,False,2024-10-27 15:04:29.880009
000048,870.16,telco,True,2024-07-30 15:04:29.880009
000075,740.01,rental,True,2024-10-25 15:04:29.880009
000013,212.92,fashion,False,2024-09-19 15:04:29.880009
000042,144.29,telco,True,2024-12-27 15:04:29.880009
000019,850.18,groceries,True,2024-07-24 15:04:29.880009
000003,6708.14,mortgage loan,True,2024-09-09 15:04:29.880009
000010,420.79,credit card payment,False,2024-10-26 15:04:29.880009
000059,778.16,insurance,True,2024-10-17 15:04:29.880009
000061,620.06,food,True,2024-07-28 15:04:29.880009
000058,5688.34,mortgage loan,True,2024-10-09 15:04:29.880009
000034,686.11,gym membership,False,2024-07-27 15:04:29.880009
000075,120.9,telco,True,2024-08-06 15:04:29.880009
000000,638.63,utility,True,2024-08-19 15:04:29.880009
000043,6612.45,investment,False,2024-12-18 15:04:29.880009
000005,130.15,gym membership,False,2024-10-05 15:04:29.880009
000058,478.1,installments,False,2024-10-22 15:04:29.880009
000042,374.67,food,True,2024-11-14 15:04:29.880009
000072,1575.62,investment,False,2024-08-28 15:04:29.880009
000016,900.14,food,True,2024-10-11 15:04:29.880009
000027,268.95,insurance,True,2024-11-16 15:04:29.880009
000005,424.83,credit card payment,False,2024-07-26 15:04:29.880009
000079,345.25,insurance,True,2024-07-22 15:04:29.880009
000042,167.38,rental,True,2024-12-09 15:04:29.880009
000006,308.57,transportation,True,2024-07-24 15:04:29.880009
000009,6950.65,mortgage loan,True,2024-12-06 15:04:29.880009
000069,264.39,insurance,True,2024-07-26 15:04:29.880009
000076,681.23,installments,False,2024-08-05 15:04:29.880009
000049,2732.61,mortgage loan,True,2024-08-18 15:04:29.880009
000011,973.87,utility,True,2024-08-21 15:04:29.880009
000052,72.23,transportation,True,2024-12-11 15:04:29.880009
000033,257.18,gym membership,False,2024-12-22 15:04:29.880009
000022,776.86,groceries,True,2024-07-15 15:04:29.880009
000031,349.64,transportation,True,2024-11-25 15:04:29.880009
000077,178.09,fashion,False,2024-12-11 15:04:29.880009
000011,460.77,fashion,False,2024-10-05 15:04:29.880009
000083,928.23,insurance,True,2024-12-08 15:04:29.880009
000026,4339.7,investment,False,2024-07-20 15:04:29.880009
000020,895.98,insurance,True,2024-07-30 15:04:29.880009
000050,744.02,gym membership,False,2024-08-25 15:04:29.880009
000052,219.4,utility,True,2024-09-06 15:04:29.880009
000036,332.99,taxes,True,2024-07-17 15:04:29.880009
000019,134.97,gym membership,False,2024-07-10 15:04:29.880009
000015,237.81,transportation,True,2024-10-18 15:04:29.880009
000038,948.88,credit card payment,False,2024-08-28 15:04:29.880009
000063,917.94,insurance,True,2024-11-10 15:04:29.880009
000055,411.84,fashion,False,2024-07-20 15:04:29.880009
000040,2382.31,investment,False,2024-11-11 15:04:29.880009
000016,336.39,insurance,True,2024-09-18 15:04:29.880009
000047,452.6,transportation,True,2024-12-03 15:04:29.880009
000012,749.09,taxes,True,2024-11-10 15:04:29.880009
000083,418.83,groceries,True,2024-10-27 15:04:29.880009
000065,126.75,insurance,True,2024-09-28 15:04:29.880009
000025,354.29,telco,True,2024-07-08 15:04:29.880009
000063,147.19,groceries,True,2024-12-17 15:04:29.880009
000057,690.89,transportation,True,2024-10-16 15:04:29.880009
000050,541.78,food,True,2024-08-04 15:04:29.880009
000061,277.13,buy now pay later,False,2024-10-08 15:04:29.880009
000034,504.59,insurance,True,2024-08-21 15:04:29.880009
000072,854.81,transportation,True,2024-12-10 15:04:29.880009
000054,897.56,credit card payment,False,2024-08-29 15:04:29.880009
000011,470.6,telco,True,2024-10-10 15:04:29.880009
000054,759.9,groceries,True,2024-08-26 15:04:29.880009
000048,141.35,taxes,True,2024-10-23 15:04:29.880009
000024,5816.37,investment,False,2024-12-23 15:04:29.880009
000056,404.42,taxes,True,2024-12-22 15:04:29.880009
000055,874.02,rental,True,2024-12-06 15:04:29.880009
000011,640.25,groceries,True,2024-07-22 15:04:29.880009
000005,795.8,insurance,True,2024-12-25 15:04:29.880009
000065,644.21,food,True,2024-08-24 15:04:29.880009
000044,730.55,credit card payment,False,2024-08-21 15:04:29.880009
000059,58.59,installments,False,2024-08-09 15:04:29.880009
000029,617.73,telco,True,2024-11-19 15:04:29.880009
000019,355.58,fashion,False,2024-07-14 15:04:29.880009
000063,270.47,fashion,False,2024-07-13 15:04:29.880009
000067,473.59,gym membership,False,2024-10-15 15:04:29.880009
000067,545.17,gym membership,False,2024-12-01 15:04:29.880009
000010,965.18,groceries,True,2024-08-06 15:04:29.880009
000037,906.03,gym membership,False,2024-07-29 15:04:29.880009
000080,502.92,installments,False,2024-10-17 15:04:29.880009
000056,413.47,fashion,False,2024-10-11 15:04:29.880009
000010,913.8,insurance,True,2024-12-14 15:04:29.880009
000061,776.09,transportation,True,2024-09-05 15:04:29.880009
000038,869.53,installments,False,2024-07-04 15:04:29.880009
000079,493.08,buy now pay later,False,2024-10-04 15:04:29.880009
000079,768.31,groceries,True,2024-07-21 15:04:29.880009
000075,827.13,transportation,True,2024-09-10 15:04:29.880009
000032,234.11,buy now pay later,False,2024-11-15 15:04:29.880009
000066,674.41,insurance,True,2024-07-11 15:04:29.880009
000055,487.47,taxes,True,2024-11-19 15:04:29.880009
000038,780.75,insurance,True,2024-10-02 15:04:29.880009
000072,341.95,buy now pay later,False,2024-09-01 15:04:29.880009
000005,214.77,taxes,True,2024-08-15 15:04:29.880009
000070,535.14,rental,True,2024-10-14 15:04:29.880009
000009,866.26,insurance,True,2024-08-28 15:04:29.880009
000005,754.26,gym membership,False,2024-09-27 15:04:29.880009
000076,345.09,buy now pay later,False,2024-12-25 15:04:29.880009
000013,900.27,rental,True,2024-07-13 15:04:29.880009
000065,294.32,credit card payment,False,2024-10-20 15:04:29.880009
000054,932.08,telco,True,2024-07-18 15:04:29.880009
000053,856.43,gym membership,False,2024-09-14 15:04:29.880009
000011,6216.16,mortgage loan,True,2024-07-26 15:04:29.880009
000059,6750.25,mortgage loan,True,2024-08-13 15:04:29.880009
000077,266.94,taxes,True,2024-07-21 15:04:29.880009
000032,807.39,groceries,True,2024-07-21 15:04:29.880009
000046,726.54,food,True,2024-09-08 15:04:29.880009
000033,440.17,fashion,False,2024-12-04 15:04:29.880009
000078,484.72,insurance,True,2024-09-10 15:04:29.880009
000010,1023.09,mortgage loan,True,2024-10-24 15:04:29.880009
000064,163.9,buy now pay later,False,2024-08-16 15:04:29.880009
000001,236.65,rental,True,2024-07-04 15:04:29.880009
000014,820.24,transportation,True,2024-08-21 15:04:29.880009
000059,186.85,gym membership,False,2024-09-02 15:04:29.880009
000023,331.8,gym membership,False,2024-11-21 15:04:29.880009
000023,7494.98,investment,False,2024-10-10 15:04:29.880009
000051,715.08,gym membership,False,2024-11-20 15:04:29.880009
000005,641.28,groceries,True,2024-09-25 15:04:29.880009
000010,241.23,installments,False,2024-09-25 15:04:29.880009
000053,926.6,insurance,True,2024-07-16 15:04:29.880009
000038,2584.9,investment,False,2024-09-19 15:04:29.880009
000040,5873.04,mortgage loan,True,2024-08-26 15:04:29.880009
000058,331.27,food,True,2024-09-06 15:04:29.880009
000057,289.29,credit card payment,False,2024-07-07 15:04:29.880009
000034,220.92,credit card payment,False,2024-10-24 15:04:29.880009
000044,2160.38,mortgage loan,True,2024-09-13 15:04:29.880009
000024,423.71,transportation,True,2024-12-26 15:04:29.880009
000027,652.23,taxes,True,2024-11-09 15:04:29.880009
000023,336.99,gym membership,False,2024-08-17 15:04:29.880009
000009,489.86,utility,True,2024-07-03 15:04:29.880009
000033,764.63,insurance,True,2024-10-02 15:04:29.880009
000013,945.96,taxes,True,2024-08-03 15:04:29.880009
000056,307.03,telco,True,2024-12-17 15:04:29.880009
000068,6725.2,investment,False,2024-10-31 15:04:29.880009
000002,360.75,gym membership,False,2024-12-13 15:04:29.880009
000077,12.42,rental,True,2024-09-09 15:04:29.880009
000051,9028.95,investment,False,2024-09-28 15:04:29.880009
000015,779.07,utility,True,2024-12-18 15:04:29.880009
000001,808.71,taxes,True,2024-10-08 15:04:29.880009
000022,231.46,fashion,False,2024-11-01 15:04:29.880009
000061,229.64,fashion,False,2024-09-03 15:04:29.880009
000059,535.83,credit card payment,False,2024-11-14 15:04:29.880009
000052,265.68,telco,True,2024-08-07 15:04:29.880009
000062,28.19,insurance,True,2024-09-22 15:04:29.880009
000039,11.78,insurance,True,2024-10-23 15:04:29.880009
000047,369.71,insurance,True,2024-11-01 15:04:29.880009
000074,489.56,transportation,True,2024-12-13 15:04:29.880009
000080,261.42,buy now pay later,False,2024-08-19 15:04:29.880009
000011,762.77,insurance,True,2024-12-22 15:04:29.880009
000015,6651.54,mortgage loan,True,2024-07-17 15:04:29.880009
000017,884.85,transportation,True,2024-12-01 15:04:29.880009
000001,417.21,fashion,False,2024-09-25 15:04:29.880009
000024,981.87,telco,True,2024-08-17 15:04:29.880009
000014,440.64,buy now pay later,False,2024-09-24 15:04:29.880009
000001,73.39,gym membership,False,2024-08-02 15:04:29.880009
000024,305.41,installments,False,2024-11-19 15:04:29.880009
000003,880.48,insurance,True,2024-11-11 15:04:29.880009
000027,310.16,telco,True,2024-11-30 15:04:29.880009
000062,56.18,fashion,False,2024-12-22 15:04:29.880009
000018,195.44,insurance,True,2024-10-22 15:04:29.880009
000031,564.25,installments,False,2024-09-15 15:04:29.880009
000079,939.69,credit card payment,False,2024-08-13 15:04:29.880009
000068,841.56,insurance,True,2024-08-06 15:04:29.880009
000073,227.08,insurance,True,2024-09-25 15:04:29.880009
000010,853.82,utility,True,2024-07-30 15:04:29.880009
000039,119.81,credit card payment,False,2024-12-16 15:04:29.880009
000075,59.67,buy now pay later,False,2024-07-09 15:04:29.880009
000078,138.36,fashion,False,2024-08-03 15:04:29.880009
000061,782.32,installments,False,2024-12-24 15:04:29.880009
000054,966.39,insurance,True,2024-08-20 15:04:29.880009
000002,721.22,credit card payment,False,2024-08-06 15:04:29.880009
000074,82.79,installments,False,2024-12-18 15:04:29.880009
000021,358.25,buy now pay later,False,2024-10-10 15:04:29.880009
000019,4995.18,investment,False,2024-08-16 15:04:29.880009
000057,474.51,insurance,True,2024-10-01 15:04:29.880009
000062,108.61,installments,False,2024-10-11 15:04:29.880009
000060,103.34,groceries,True,2024-08-16 15:04:29.880009
000002,427.66,insurance,True,2024-11-08 15:04:29.880009
000057,1199.18,mortgage loan,True,2024-07-06 15:04:29.880009
000031,394.95,gym membership,False,2024-08-24 15:04:29.880009
000026,153.35,buy now pay later,False,2024-12-14 15:04:29.880009
000038,3433.92,mortgage loan,True,2024-10-01 15:04:29.880009
000051,193.0,fashion,False,2024-12-14 15:04:29.880009
000006,111.06,fashion,False,2024-11-14 15:04:29.880009
000043,428.29,buy now pay later,False,2024-09-18 15:04:29.880009
000000,464.26,insurance,True,2024-07-11 15:04:29.880009
000013,601.17,insurance,True,2024-11-30 15:04:29.880009
000055,689.15,insurance,True,2024-07-29 15:04:29.880009
000053,15.24,transportation,True,2024-07-05 15:04:29.880009
000063,433.28,rental,True,2024-07-27 15:04:29.880009
000070,21.84,groceries,True,2024-08-05 15:04:29.880009
000037,810.8,transportation,True,2024-07-06 15:04:29.880009
000004,198.18,credit card payment,False,2024-08-03 15:04:29.880009
000062,9013.62,investment,False,2024-08-28 15:04:29.880009
000052,918.72,taxes,True,2024-12-01 15:04:29.880009
000062,311.88,transportation,True,2024-09-16 15:04:29.880009
000075,470.7,transportation,True,2024-11-01 15:04:29.880009
000062,949.63,insurance,True,2024-08-09 15:04:29.880009
000030,654.53,telco,True,2024-11-19 15:04:29.880009
000007,248.94,utility,True,2024-09-14 15:04:29.880009
000067,191.52,insurance,True,2024-09-22 15:04:29.880009
000002,77.28,buy now pay later,False,2024-12-23 15:04:29.880009
000073,50.29,insurance,True,2024-12-03 15:04:29.880009
000041,8276.15,investment,False,2024-12-04 15:04:29.880009
000070,678.54,taxes,True,2024-09-08 15:04:29.880009
000008,727.34,insurance,True,2024-12-24 15:04:29.880009
000034,479.6,buy now pay later,False,2024-08-17 15:04:29.880009
000053,390.48,food,True,2024-07-15 15:04:29.880009
000061,599.28,rental,True,2024-12-09 15:04:29.880009
000080,770.32,rental,True,2024-12-03 15:04:29.880009
000063,950.7,insurance,True,2024-08-09 15:04:29.880009
000045,3366.95,investment,False,2024-10-17 15:04:29.880009
000057,418.77,transportation,True,2024-08-29 15:04:29.880009
000056,515.34,credit card payment,False,2024-10-25 15:04:29.880009
000002,221.61,utility,True,2024-09-13 15:04:29.880009
000020,471.17,groceries,True,2024-08-18 15:04:29.880009
000082,200.0,insurance,True,2024-11-07 15:04:29.880009
000025,350.5,buy now pay later,False,2024-12-14 15:04:29.880009
000060,381.31,telco,True,2024-10-18 15:04:29.880009
000044,6854.86,mortgage loan,True,2024-07-04 15:04:29.880009
000056,298.44,gym membership,False,2024-09-09 15:04:29.880009
000030,144.76,utility,True,2024-11-10 15:04:29.880009
000065,789.43,gym membership,False,2024-12-05 15:04:29.880009
000028,657.2,telco,True,2024-09-28 15:04:29.880009
000080,269.05,transportation,True,2024-10-11 15:04:29.880009
000060,448.58,transportation,True,2024-11-11 15:04:29.880009
000076,337.97,telco,True,2024-09-23 15:04:29.880009
000038,207.46,transportation,True,2024-11-25 15:04:29.880009
000050,257.57,fashion,False,2024-07-20 15:04:29.880009
000053,612.94,installments,False,2024-07-26 15:04:29.880009
000047,566.71,credit card payment,False,2024-11-20 15:04:29.880009
000060,574.78,groceries,True,2024-07-21 15:04:29.880009
000020,522.92,utility,True,2024-07-12 15:04:29.880009
000026,468.39,telco,True,2024-08-03 15:04:29.880009
000036,9753.03,mortgage loan,True,2024-09-05 15:04:29.880009
000010,538.29,credit card payment,False,2024-07-13 15:04:29.880009
000062,6607.38,investment,False,2024-12-04 15:04:29.880009
000016,5054.71,mortgage loan,True,2024-10-26 15:04:29.880009
000022,399.96,transportation,True,2024-10-26 15:04:29.880009
000025,141.66,installments,False,2024-07-30 15:04:29.880009
000020,274.57,fashion,False,2024-12-12 15:04:29.880009
000063,115.7,rental,True,2024-09-06 15:04:29.880009
000012,225.1,telco,True,2024-07-17 15:04:29.880009
000053,825.02,insurance,True,2024-07-18 15:04:29.880009
000063,496.53,transportation,True,2024-08-06 15:04:29.880009
000039,484.33,fashion,False,2024-10-02 15:04:29.880009
000081,94.09,food,True,2024-11-22 15:04:29.880009
000073,630.92,insurance,True,2024-10-26 15:04:29.880009
000005,221.81,installments,False,2024-08-15 15:04:29.880009
000002,472.35,insurance,True,2024-12-23 15:04:29.880009
000047,97.14,rental,True,2024-12-15 15:04:29.880009
000033,162.68,buy now pay later,False,2024-08-13 15:04:29.880009
000046,1491.1,mortgage loan,True,2024-08-22 15:04:29.880009
000020,852.85,groceries,True,2024-10-23 15:04:29.880009
000022,524.14,groceries,True,2024-09-05 15:04:29.880009
000074,246.67,groceries,True,2024-08-04 15:04:29.880009
000004,564.28,food,True,2024-12-27 15:04:29.880009
000071,340.11,gym membership,False,2024-07-12 15:04:29.880009
000043,893.92,transportation,True,2024-07-17 15:04:29.880009
000055,476.63,utility,True,2024-08-21 15:04:29.880009
000074,436.06,buy now pay later,False,2024-07-26 15:04:29.880009
000029,395.73,groceries,True,2024-09-12 15:04:29.880009
000015,9290.46,mortgage loan,True,2024-09-28 15:04:29.880009
000029,347.19,utility,True,2024-11-24 15:04:29.880009
000062,399.47,insurance,True,2024-09-06 15:04:29.880009
000033,8423.63,mortgage loan,True,2024-10-16 15:04:29.880009
000044,733.35,transportation,True,2024-10-01 15:04:29.880009
000075,6641.3,investment,False,2024-12-22 15:04:29.880009
000005,1725.2,investment,False,2024-09-05 15:04:29.880009
000034,302.59,gym membership,False,2024-08-03 15:04:29.880009
000079,91.43,credit card payment,False,2024-10-16 15:04:29.880009
000066,467.85,utility,True,2024-12-26 15:04:29.880009
000013,987.65,food,True,2024-10-18 15:04:29.880009
000006,538.78,food,True,2024-12-12 15:04:29.880009
000056,320.35,installments,False,2024-09-21 15:04:29.880009
000059,2132.45,investment,False,2024-12-07 15:04:29.880009
000014,923.76,utility,True,2024-11-02 15:04:29.880009
000013,481.48,food,True,2024-09-25 15:04:29.880009
000013,949.52,transportation,True,2024-12-26 15:04:29.880009
000005,851.24,installments,False,2024-11-02 15:04:29.880009
000065,614.98,transportation,True,2024-12-22 15:04:29.880009
